corresponding_gene_call	D100_OUT	D11_OUT	D17_OUT	D26_OUT	D27_OUT	D2_OUT	D32_OUT	D34_OUT	D36_OUT	D40_OUT	D42_OUT	D60_OUT	D65_OUT	D71_OUT	D7_OUT	D85_OUT	D87_OUT	D88_OUT	D92_OUT
300979		0.006389283530869723	0.00024758809031165613			0.005432758236751534	0.00031254644375878484		0.005488153508657599								0.0019136829928038074		0.006904865995610462
323127		0.0023503309757991523	0.002734219582581746	0.0013568885928881259		0.0032055343162749406	0.005488149921596799	0.0023713940088709866	0.003876790592250997								0.0021458608155039026		0.001944731163523696
451861		0.0006043323688935498	0.0011610232704894622			0.0009004434578639544			0.0005438268218596315								0.0004625080477040827		0.0005130089759934421
451862		0.00041971686257379	0.00045972679321486525	0.00016076296317036863		0.00031300861263919234			0.00044319516608666164								0.0003922789906636557		0.0004322736851237449
451863		0.0010927466184604102		0.001953923950420335		0.0011444413916115973			0.001006752774604913						0.0013099419603720837		0.0006556072307132042		
451864		3.477480706325083e-05	1.0835968122838837e-05	4.8814948875177186e-05		0.00012170949390127612		9.604520979852e-06	0.0002472332925321756								0.0011147366497756468		3.436674708158885e-05
451865						0.0012742766628045454			0.0006275928283797722										
451866		0.0011363732640223944				0.002317562313264845			0.0009532558077827014								0.002286803922864242		
451867	0.002025693017709235	0.0056307902423928914		0.004487986015878148		0.005481764127367003			0.004540636414322282						0.003410997248286362		0.004513771174302621		0.006455444897870562
451868		0.0005339485842294141	0.0014204046520108794	0.0019331288064748757		0.0013705770114719354		0.0007602001839696901	0.001964952035011933								0.0029652719106960214		0.0003809881869938836
451869									0.0009575423687749823								0.0002545239880540902		
451870						0.0001899314170326919			0.00027378952126269444								0.0006482377097060343		
451871																			
451872																	0.0009075904523041529		
451873																			
451874						0.001102404861633688			0.0018351225589426153								0.0004060951202159487		0.0014417962453876156
451875																			
451876									0.0007408721841175877								0.005831076214379291		
451877		0.002320082009359465	0.0005117027028467603	0.003021850004893022		0.002034968558848449	0.00018046644586100095		0.0013081407099198032								0.0012260127673517228		0.0004756271511540177
451878		0.002535523728443805	0.0017504086007553003			0.000711584513339166			0.0026637250040735866								0.0013349359101116904		0.0015186164510826836
451879		0.0026030765711953343	0.001301442147376079	0.002336069413415261		0.0015712694963521574			0.002725568908540386								0.0003380798788244577		0.0017657971493221557
451880	0.0002114321466723465	0.0011561207565086269	0.00027940497826053987	0.0008877121930425802	0.00027692591191667506	0.0004649972213922551	0.00024721034555847174	0.00024942381483951387	0.000535255401235786					0.00031302871920310237	0.0006018372095382664	0.00029264272222129126	0.0019928505647930344	0.00021882870521016138	0.0003854614689370526
451881		0.0004068159340166845		0.0002500747211580342													0.0011148659639539102		
451882																			
451883																			
451884																			
451885		0.0020723475701536634				0.0025231275335476063			0.00025084345144681824								0.0009906827667530743		0.002265093943393928
451886		0.0020037347179978097		0.0016773841556549701		0.001143456845247955			0.0013168896621670368										0.00025093554018746625
451887		0.0009384275084327015	0.00020369525388747104						0.0011346669486071133								0.0009855077059603844		0.0003797820151113114
451888		0.00012707229219846979				0.00019855089363660043			0.0004926437745073205								0.0004243750276669532		0.0003851294623092324
451889		0.001218320680945943	0.00014096760809226012	0.0007115591347627309		0.0009944509864984788	0.0006369734111856371	0.0001187055824281563	0.002310868386603338								0.00046411913718744823		0.0015843326622593922
451890		0.0012561323020736522							0.004105591634210568								0.0009305167171175847		0.0031012325000779714
462442		0.0004828514436197346		0.0005840340504336218		0.0007909117054932435			0.0003164686132769947								0.0013679627335041204		0.00019872655226408517
462443		0.0004009709056748646		0.0009223464455298925		0.000775540067930669			0.00022701984583227674								0.00047299426745250504		0.00021859026096314273
462444		0.0016176833484837089	0.000620158526513698	0.003973612827192447		0.0026939929059329884			0.0025412538189330735								0.0016303651195880384		0.0019232109319700429
462445		0.0019438158118565627	0.001049093617948283	0.0032966487667370533		0.0016796859245107772		0.0004201092283993833	0.002074814074141457								0.0012043958317913626		0.0010037619246451818
462446		0.0009080369922622257		0.001713913393284254		0.0005639896434783313			0.0016736846242115637								0.0007704259997932681		0.002289395399151502
462447		0.0020363488129933314	0.0002480843109539366	0.0035096289959336336		0.0004260547727290158			0.0015545968887390096		0.001633699342546015						0.0014814209774790526		0.0011917590982868185
462448		0.0008345734300144916	0.0005426736267792203	0.0009078463490427473		0.0007430639480447442			0.001045717002942552								0.0007901764316264757		0.0012263709576641434
462449		0.0012724124043975344		0.0004930906248557902		3.746087238227617e-05			0.0004407209652220865								0.0021133716763997827		0.00024289677833109314
462450																			
462451																			
462452																	0.001920066624779834		
462454																	0.0006326418660244865		
462455		0.0015308760752470688	0.0007579570584726639			0.001714478696553777		0.002230086150622232	0.0015018989639367024								0.0027853029098396727		0.001368881129771757
462456		0.0019200323409359437				0.001861404989776688			0.0011173468108020956								0.0005858993099650627		
462457		0.00011317546144214934	2.2388217579218738e-05			6.373345281280016e-05	0.00036993425550062216		0.00022644481863961198								0.0005765128815302898		
462458		0.0009436312796890153	0.0014392608617394822			0.000967158413969312			0.0010225931186745333								0.0006512620753533533		0.0011916729974184844
462459				0.0028014995160622167		0.0010237898174000233			0.0011733135974167277								0.0002928657740715785		
462460		0.0026147040347189172				0.000982367870341879			0.0018619245001163685								0.002361836345316498		0.0030899978181895215
462461		0.0026979864326676733	0.0011986971118681565	0.0002976591655344609		0.001795696974055802			0.0027774897451760456								0.0022314385919941825	0.00021028178187684087	0.0017273580468950885
