"","my.var","Reads","Phylum","Species","file","name","Sites","Fish_No","Lab Number (new)","LIMS (original tube ID)","ID #","Weight_g","Length_cm","Kfactor","Location","Long","Lat","Date of Capture","Dato uttak HI","Comments","Tail length (cm)","Gonad score","M/F","SEmptyach content","Tapeworm","Nematode","prop","ypos"
"360","542",146,"Arthropoda","Daphnia pulex","Invertebrates/MG98.xlsx","98","Site 7","F26",98,"41472","38-355-2012",3094,64,1.18026733398438,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.7,"2","M","Fish","Yes","No",0.663998544660724,22.5441149718028
"361","33",238,"Arthropoda","Culex quinquefasciatus","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",0.570387767818626,26.5805492977999
"362","44",2614,"Arthropoda","Culex quinquefasciatus","Invertebrates/D109.xlsx","109","Site 10","F15",109,"41565","8-031-2012",3262,66,1.13462448173192,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.5,"2","M","Krill","Yes","NA",53.3034257748777,35.0530179445351
"363","60",374,"Arthropoda","Culex quinquefasciatus","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",0.289679957864733,10.9621402236887
"364","75",2454,"Arthropoda","Culex quinquefasciatus","Invertebrates/D110.xlsx","110","Site 10","F16",110,"41567","8-014-2012",2935,65,1.06873008648157,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.2,"2","M","Fish+Krill","Yes","NA",58.0141843971631,33.0260047281324
"365","79",2588,"Arthropoda","Culex quinquefasciatus","Invertebrates/D111.xlsx","111","Site 10","F17",111,"41564","8-040-2012",3156,65,1.14920345926263,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,1.3,"1","M","Fish+Krill","Yes","NA",47.7314644042789,38.1040206565843
"366","101",2970,"Arthropoda","Culex quinquefasciatus","Invertebrates/D113.xlsx","113","Site 10","F19",113,"41561","8-021-2012",3104,64,1.18408203125,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.6,"2","M","Fish","Yes","NA",17.3198040587824,49.2243993468626
"367","127",632,"Arthropoda","Culex quinquefasciatus","Invertebrates/D14.xlsx","14","Site 6","F3",14,"41434","22-019-2012",3022,65.5,1.07540130715349,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,2.2,"4","M","Empty","No","No",10.4152933421226,64.3375082399473
"368","173",122,"Arthropoda","Culex quinquefasciatus","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.0959059178668008,4.06971259669203
"369","209",252,"Arthropoda","Culex quinquefasciatus","Invertebrates/D24.xlsx","24","Site 6","F7",24,"41441","22-012-2012",3178,64,1.21231079101562,"Nordkapp",26.14643,70.953424,2012-07-19 00:00:00,0.530925926,NA,2,"4","M","Krill","Yes","No",33.8709677419355,83.0645161290323
"370","259",50,"Arthropoda","Culex quinquefasciatus","Invertebrates/D33.xlsx","33","Site 7","F11",33,"41462","38-292-2012",3212,62.5,1.3156352,"Månes/Tosken",16.957545,69.341588,2012-07-11 00:00:00,0.591111111111111,NA,1.5,"3","M","Fish","No","No",0.305772994129158,32.7482876712329
"371","277",1146,"Arthropoda","Culex quinquefasciatus","Invertebrates/D35.xlsx","35","Site 10","F3",35,"41552","8-046-2012",3312,69,1.00819155639572,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.2,"2","M","Krill","Yes","NA",57.645875251509,52.7665995975855
"372","294",138,"Arthropoda","Culex quinquefasciatus","Invertebrates/D36.xlsx","36","Site 8","F9",36,"41501","81-115-2012",3628,67,1.2062653983369,"Andøya",15.619177,69.138241,2012-08-01 00:00:00,0.799444444444445,NA,1.2,"3","M","Empty","No","No",0.202547995068397,5.59942464627488
"373","305",130,"Arthropoda","Culex quinquefasciatus","Invertebrates/D37.xlsx","37","Site 6","F9",37,"41430","22-018-2012",2705,63,1.08179662223502,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,1.8,"3","M","Empty","No","Yes",4.99231950844854,88.5176651305684
"374","364",86,"Arthropoda","Culex quinquefasciatus","Invertebrates/D55.xlsx","55","Site 6","F17",55,"41436","22-016-2012",2460,59,1.19778555743284,"Nordkapp",26.14643,70.953424,2012-07-26 00:00:00,0.530925926,NA,1.6,"3","M","Fish+Krill","No","No",100,50
"375","412",54,"Arthropoda","Culex quinquefasciatus","Invertebrates/D79.xlsx","79","Site 7","F19",79,"41461","38-239-2012",2838,64,1.08261108398438,"Månes/Tosken",16.957545,69.341588,2012-07-04 00:00:00,0.591111111111111,NA,1.7,"2","M","Fish","No","No",1.07612594659227,11.3790354722997
"376","425",60,"Arthropoda","Culex quinquefasciatus","Invertebrates/D82.xlsx","82","Site 10","F9",82,"41553","8-136-2012",3140,69,0.955833782331686,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,1.3,"3","M","Krill","NA","NA",0.880281690140845,78.6384976525822
"377","519",46,"Arthropoda","Culex quinquefasciatus","Invertebrates/MG48.xlsx","48","Site 6","F13",48,"41428","22-014-2012",2056,56,1.1707361516035,"Nordkapp",26.14643,70.953424,2012-07-24 00:00:00,0.530925926,NA,2.3,"2","M","Empty","No","No",1.32336018411968,11.536248561565
"378","528",116,"Arthropoda","Culex quinquefasciatus","Invertebrates/MG59.xlsx","59","Site 6","F19",59,"41437","22-025-2012",2445,57.9,1.25963051281351,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,0.5,"2","M","Krill","Yes","No",2.63636363636364,6.63636363636364
"379","550",1786,"Arthropoda","Culex quinquefasciatus","Invertebrates/MG99.xlsx","99","Site 10","F13",99,"41562","8-166-2012",1872,59,0.911485594924505,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,2.4,"3","M","Krill","Yes","NA",61.3324175824176,34.8557692307692
"380","345",298,"Mollusca","Crassostrea gigas","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",1.29790940766551,48.2273519163763
"381","485",200,"Arthropoda","Copidosoma floridanum","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.508336722244815,19.8352989019927
"382","82",320,"Arthropoda","Ceratitis capitata","Invertebrates/D111.xlsx","111","Site 10","F17",111,"41564","8-040-2012",3156,65,1.14920345926263,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,1.3,"1","M","Fish+Krill","Yes","NA",5.90188122464035,64.9206934710439
"383","88",490,"Arthropoda","Ceratitis capitata","Invertebrates/D112.xlsx","112","Site 10","F18",112,"41549","8-016-2012",3352,71,0.936545677556711,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.6,"1","F","Krill","Yes","NA",8.75312611647017,67.1489817792069
"384","284",28,"Arthropoda","Ceratitis capitata","Invertebrates/D35.xlsx","35","Site 10","F3",35,"41552","8-046-2012",3312,69,1.00819155639572,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.2,"2","M","Krill","Yes","NA",1.40845070422535,82.2937625754527
"385","479",682,"Arthropoda","Ceratitis capitata","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",1.73342822285482,20.9561813745425
"386","1",242108,"Cnidaria","Cassiopea xamachana","Invertebrates/D10.xlsx","10","Site 11","F2",10,"41594","31-068-2012",4216,73,1.08375726510667,"Alta",23.211147,70.002317,1899-12-31 11:07:12,1.09111111111111,NA,2.7,"2","M","Fish","Yes","No",89.464193333826,53.7099992609563
"387","24",25586,"Cnidaria","Cassiopea xamachana","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",61.3190816277621,57.5252839955903
"388","46",250,"Cnidaria","Cassiopea xamachana","Invertebrates/D109.xlsx","109","Site 10","F15",109,"41565","8-031-2012",3262,66,1.13462448173192,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.5,"2","M","Krill","Yes","NA",5.0978792822186,64.2536704730832
"389","50",112492,"Cnidaria","Cassiopea xamachana","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",87.1301545992502,54.6720575022462
"390","106",48,"Cnidaria","Cassiopea xamachana","Invertebrates/D113.xlsx","113","Site 10","F19",113,"41561","8-021-2012",3104,64,1.18408203125,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.6,"2","M","Fish","Yes","NA",0.279916025192442,58.02425938885
"391","121",422,"Cnidaria","Cassiopea xamachana","Invertebrates/D13.xlsx","13","Site 7","F5",13,"41465","38-175-2012",3092,67,1.02805198777775,"Månes/Tosken",16.957545,69.341588,2012-06-26 00:00:00,0.591111111111111,NA,2.2,"2","F","Fish","Yes","No",78.7313432835821,48.6940298507463
"392","167",486,"Cnidaria","Cassiopea xamachana","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.382051443305452,4.30869127727816
"393","184",22986,"Cnidaria","Cassiopea xamachana","Invertebrates/D22.xlsx","22","Site 6","F6",22,"41444","22-003-2012",3594,67,1.19496081632382,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,2.1,"2","M","Empty","Yes","No",60.2421637488206,67.0274661914247
"394","216",98,"Cnidaria","Cassiopea xamachana","Invertebrates/D26.xlsx","26","Site 8","F7",26,"41496","81-102-2012",3716,71,1.03824693848471,"Andøya",15.619177,69.138241,2012-07-10 00:00:00,0.799444444444445,NA,2.8,"3","F","Empty","No","Yes",11.3163972286374,90.6466512702079
"395","221",1964,"Cnidaria","Cassiopea xamachana","Invertebrates/D30.xlsx","30","Site 8","F8",30,"41493","81-079-2012",3390,68,1.07813454101364,"Andøya",15.619177,69.138241,2012-06-26 00:00:00,0.799444444444445,NA,0,"1","M","Empty","No","No",19.8825673213201,85.8270905041506
"396","243",9820,"Cnidaria","Cassiopea xamachana","Invertebrates/D33.xlsx","33","Site 7","F11",33,"41462","38-292-2012",3212,62.5,1.3156352,"Månes/Tosken",16.957545,69.341588,2012-07-11 00:00:00,0.591111111111111,NA,1.5,"3","M","Fish","No","No",60.0538160469667,62.9280821917808
"397","269",15234,"Cnidaria","Cassiopea xamachana","Invertebrates/D34.xlsx","34","Site 11","F5",34,"41596","31-087-2012",4028,75,0.954785185185185,"Alta",23.211147,70.002317,1899-12-31 23:07:12,1.09111111111111,NA,4.1,"3","M","Empty","Yes","No",90.6461977865048,54.4507913840295
"398","299",24,"Cnidaria","Cassiopea xamachana","Invertebrates/D36.xlsx","36","Site 8","F9",36,"41501","81-115-2012",3628,67,1.2062653983369,"Andøya",15.619177,69.138241,2012-08-01 00:00:00,0.799444444444445,NA,1.2,"3","M","Empty","No","No",0.0352257382727646,5.71831151294546
"399","320",46,"Cnidaria","Cassiopea xamachana","Invertebrates/D40.xlsx","40","Site 10","F4",40,"41560","8-148-2012",3014,65,1.09749658625398,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,1.9,"3","M","Fish","Yes","NA",2.66203703703704,86.400462962963
"400","323",1410,"Cnidaria","Cassiopea xamachana","Invertebrates/D42.xlsx","42","Site 8","F10",42,"41488","81-085-2012",2534,60,1.17314814814815,"Andøya",15.619177,69.138241,2012-06-27 00:00:00,0.799444444444445,NA,2.4,"2","M","Empty","No","Yes",78.0730897009967,45.3488372093023
"401","333",4804,"Cnidaria","Cassiopea xamachana","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",20.9233449477352,59.3379790940767
"402","354",5596,"Cnidaria","Cassiopea xamachana","Invertebrates/D51.xlsx","51","Site 6","F15",51,"41438","22-008-2012",2480,60,1.14814814814815,"Nordkapp",26.14643,70.953424,2012-07-18 00:00:00,0.530925926,NA,2,"3","M","Fish","No","No",86.7059188100403,53.1453362255965
"403","365",844,"Cnidaria","Cassiopea xamachana","Invertebrates/D64.xlsx","64","Site 8","F18",64,"41492","81-094-2012",3124,69.5,0.930586207500021,"Andøya",15.619177,69.138241,2012-07-05 00:00:00,0.799444444444445,NA,2.9,"4","M","Empty","Yes","No",49.5305164319249,73.8262910798122
"404","371",7190,"Cnidaria","Cassiopea xamachana","Invertebrates/D65.xlsx","65","Site 11","F9",65,"41597","31-005-2012",3102,69,0.944266367131494,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,"Mangler fettfinne",1.4,"2","M","Empty","No","No",94.8048523206751,51.9646624472574
"405","382",346,"Cnidaria","Cassiopea xamachana","Invertebrates/D7.xlsx","7","Site 7","F3",7,"41466","38-224-2012",3050,65,1.1106053709604,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Fish","Yes","No",39.0519187358916,74.8306997742664
"406","387",9458,"Cnidaria","Cassiopea xamachana","Invertebrates/D70.xlsx","70","Site 8","F20",70,"41489","81-096-2012",2742,67,0.911681290584281,"Andøya",15.619177,69.138241,2012-07-05 00:00:00,0.799444444444445,NA,4,"3","F","Empty","No","Yes",85.9037238873751,54.7593097184378
"407","403",124,"Cnidaria","Cassiopea xamachana","Invertebrates/D71.xlsx","71","Site 11","F11",71,"41583","31-110-2012",3726,70,1.08629737609329,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,NA,2.4,"3","M","Empty","No","Yes",48.4375,75.78125
"408","407",1026,"Cnidaria","Cassiopea xamachana","Invertebrates/D79.xlsx","79","Site 7","F19",79,"41461","38-239-2012",2838,64,1.08261108398438,"Månes/Tosken",16.957545,69.341588,2012-07-04 00:00:00,0.591111111111111,NA,1.7,"2","M","Fish","No","No",20.4463929852531,22.1402949382224
"409","430",1238,"Cnidaria","Cassiopea xamachana","Invertebrates/D83.xlsx","83","Site 11","F15",83,"41591","31-082-2012",2907,65,1.05853436504324,"Alta",23.211147,70.002317,1899-12-31 20:07:12,1.09111111111111,NA,2.7,"3","M","Fish","No","No",31.8907779495106,77.2539927872231
"410","439",628,"Cnidaria","Cassiopea xamachana","Invertebrates/D84.xlsx","84","Site 10","F10",84,"41555","8-138-2012",3162,67,1.05132612721645,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"3","M","Fish","Yes","NA",51.559934318555,35.4679802955665
"411","451",486,"Cnidaria","Cassiopea xamachana","Invertebrates/D9.xlsx","9","Site 6","F2",9,"41445","22-022-2012",3074,64,1.17263793945312,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,1.8,"3","M","Fish","Yes","No",23.8001958863859,77.130264446621
"412","456",6404,"Cnidaria","Cassiopea xamachana","Invertebrates/D90.xlsx","90","Site 11","F18",90,"41579","31-009-2012",3212,67.5,1.04439363918102,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,NA,2.3,"3","M","Fish","No","No",39.4772531130563,70.2132905930218
"413","468",1466,"Cnidaria","Cassiopea xamachana","Invertebrates/D92.xlsx","92","Site 7","F23",92,"41470","38-321-2012",2837,66.5,0.96470471220167,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,3.4,"2","F","Empty","No","Yes",43.8135086670652,26.9276748356246
"414","472",28,"Cnidaria","Cassiopea xamachana","Invertebrates/D93.xlsx","93","Site 11","F19",93,"41586","31-011-2012",2919,65,1.06290395994538,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,NA,1.7,"3","M","Empty","Yes","No",100,50
"415","474",14166,"Cnidaria","Cassiopea xamachana","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",36.0054900366002,39.82564050427
"416","506",450,"Cnidaria","Cassiopea xamachana","Invertebrates/MG38.xlsx","38","Site 11","F6",38,"41581","31-111A-2012",3340,68.5,1.03914165032961,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,NA,2.6,"2","M","Empty","No","No",71.2025316455696,64.3987341772152
"417","515",80,"Cnidaria","Cassiopea xamachana","Invertebrates/MG48.xlsx","48","Site 6","F13",48,"41428","22-014-2012",2056,56,1.1707361516035,"Nordkapp",26.14643,70.953424,2012-07-24 00:00:00,0.530925926,NA,2.3,"2","M","Empty","No","No",2.30149597238205,13.3486766398159
"418","522",40,"Cnidaria","Cassiopea xamachana","Invertebrates/MG54.xlsx","54","Site 8","F14",54,"41504","81-082-2012",3422,72,0.916816700960219,"Andøya",15.619177,69.138241,2012-06-27 00:00:00,0.799444444444445,NA,3.1,"2","F","Fish","No","Yes",5.31914893617021,88.8297872340425
"419","532",16366,"Cnidaria","Cassiopea xamachana","Invertebrates/MG98.xlsx","98","Site 7","F26",98,"41472","38-355-2012",3094,64,1.18026733398438,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.7,"2","M","Fish","Yes","No",74.4315080953247,60.0918682917955
"420","96",22,"Arthropoda","Calliphora vicina","Invertebrates/D112.xlsx","112","Site 10","F18",112,"41549","8-016-2012",3352,71,0.936545677556711,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.6,"1","F","Krill","Yes","NA",0.392997499106824,71.7220435869954
"421","491",68,"Arthropoda","Calliphora vicina","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.172834485563237,57.9148027653518
"422","510",32,"Arthropoda","Calliphora vicina","Invertebrates/MG41.xlsx","41","Site 6","F10",41,"41431","22-009-2012",2785,62,1.16855761807257,"Nordkapp",26.14643,70.953424,2012-07-18 00:00:00,0.530925926,NA,2.1,"3","M","Fish","No","No",11.4285714285714,94.2857142857143
"423","43",24,"Arthropoda","Calanus finmarchicus","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",0.0575180942338111,88.2135838565882
"424","120",30,"Arthropoda","Calanus finmarchicus","Invertebrates/D114.xlsx","114","Site 10","F20",114,"41563","8-061-2012",2919,67,0.97053161459355,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,1.9,"2","F","Fish","Yes","NA",0.217202432667246,85.3822762814944
"425","137",4762,"Arthropoda","Calanus finmarchicus","Invertebrates/D17.xlsx","17","Site 8","F5",17,"41495","81-108-2012",3446,76,0.78500874763085,"Andøya",15.619177,69.138241,2012-07-12 00:00:00,0.799444444444445,NA,3,"3","F","Empty","Yes","No",54.5725418290167,66.5024066009626
"426","155",26,"Arthropoda","Calanus finmarchicus","Invertebrates/D18.xlsx","18","Site 10","F1",18,"41559","8-150-2012",3144,65,1.14483386436049,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,1.8,"3","M","Fish","Yes","NA",0.204821175358437,86.5369465889397
"427","164",120838,"Arthropoda","Calanus finmarchicus","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",94.9924533048236,51.9959436513427
"428","287",63308,"Arthropoda","Calanus finmarchicus","Invertebrates/D36.xlsx","36","Site 8","F9",36,"41501","81-115-2012",3628,67,1.2062653983369,"Andøya",15.619177,69.138241,2012-08-01 00:00:00,0.799444444444445,NA,1.2,"3","M","Empty","No","No",92.9196266071743,52.195737685669
"429","324",282,"Arthropoda","Calanus finmarchicus","Invertebrates/D42.xlsx","42","Site 8","F10",42,"41488","81-085-2012",2534,60,1.17314814814815,"Andøya",15.619177,69.138241,2012-06-27 00:00:00,0.799444444444445,NA,2.4,"2","M","Empty","No","Yes",15.6146179401993,92.1926910299003
"430","334",4098,"Arthropoda","Calanus finmarchicus","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",17.8484320557491,78.7238675958188
"431","406",3078,"Arthropoda","Calanus finmarchicus","Invertebrates/D79.xlsx","79","Site 7","F19",79,"41461","38-239-2012",2838,64,1.08261108398438,"Månes/Tosken",16.957545,69.341588,2012-07-04 00:00:00,0.591111111111111,NA,1.7,"2","M","Fish","No","No",61.3391789557593,63.0330809087286
"432","453",204,"Arthropoda","Calanus finmarchicus","Invertebrates/D9.xlsx","9","Site 6","F2",9,"41445","22-022-2012",3074,64,1.17263793945312,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,1.8,"3","M","Fish","Yes","No",9.99020568070519,94.0254652301665
"433","467",1712,"Arthropoda","Calanus finmarchicus","Invertebrates/D92.xlsx","92","Site 7","F23",92,"41470","38-321-2012",2837,66.5,0.96470471220167,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,3.4,"2","F","Empty","No","Yes",51.1655708308428,74.4172145845786
"434","511",2540,"Arthropoda","Calanus finmarchicus","Invertebrates/MG48.xlsx","48","Site 6","F13",48,"41428","22-014-2012",2056,56,1.1707361516035,"Nordkapp",26.14643,70.953424,2012-07-24 00:00:00,0.530925926,NA,2.3,"2","M","Empty","No","No",73.07249712313,51.0356731875719
"435","526",3990,"Arthropoda","Calanus finmarchicus","Invertebrates/MG59.xlsx","59","Site 6","F19",59,"41437","22-025-2012",2445,57.9,1.25963051281351,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,0.5,"2","M","Krill","Yes","No",90.6818181818182,53.2954545454545
"436","16",60,"Nematoda","Caenorhabditis remanei","Invertebrates/D10.xlsx","10","Site 11","F2",10,"41594","31-068-2012",4216,73,1.08375726510667,"Alta",23.211147,70.002317,1899-12-31 11:07:12,1.09111111111111,NA,2.7,"2","M","Fish","Yes","No",0.0221713103244402,98.4531815830316
"437","34",146,"Nematoda","Caenorhabditis remanei","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",0.349901739922351,88.4172937736663
"438","67",182,"Nematoda","Caenorhabditis remanei","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",0.140967252222945,98.3076184279828
"439","144",124,"Nematoda","Caenorhabditis remanei","Invertebrates/D17.xlsx","17","Site 8","F5",17,"41495","81-108-2012",3446,76,0.78500874763085,"Andøya",15.619177,69.138241,2012-07-12 00:00:00,0.799444444444445,NA,3,"3","F","Empty","Yes","No",1.42104056841623,94.4991977996791
"440","171",154,"Nematoda","Caenorhabditis remanei","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.121061568454814,99.5527010879819
"441","189",564,"Nematoda","Caenorhabditis remanei","Invertebrates/D22.xlsx","22","Site 6","F6",22,"41444","22-003-2012",3594,67,1.19496081632382,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,2.1,"2","M","Empty","Yes","No",1.47814236293112,97.8876192473006
"442","217",32,"Nematoda","Caenorhabditis remanei","Invertebrates/D26.xlsx","26","Site 8","F7",26,"41496","81-102-2012",3716,71,1.03824693848471,"Andøya",15.619177,69.138241,2012-07-10 00:00:00,0.799444444444445,NA,2.8,"3","F","Empty","No","Yes",3.69515011547344,98.1524249422633
"443","223",392,"Nematoda","Caenorhabditis remanei","Invertebrates/D30.xlsx","30","Site 8","F8",30,"41493","81-079-2012",3390,68,1.07813454101364,"Andøya",15.619177,69.138241,2012-06-26 00:00:00,0.799444444444445,NA,0,"1","M","Empty","No","No",3.96841465883782,97.7525814942296
"444","242",22,"Nematoda","Caenorhabditis remanei","Invertebrates/D32.xlsx","32","Site 11","F4",32,"41595","31-086-2012",3022,72,0.809649348422497,"Alta",23.211147,70.002317,1899-12-31 23:07:12,1.09111111111111,NA,2.9,"3","F","Empty","No","Yes",8.66141732283465,95.6692913385827
"445","292",156,"Nematoda","Caenorhabditis remanei","Invertebrates/D36.xlsx","36","Site 8","F9",36,"41501","81-115-2012",3628,67,1.2062653983369,"Andøya",15.619177,69.138241,2012-08-01 00:00:00,0.799444444444445,NA,1.2,"3","M","Empty","No","No",0.22896729877297,98.7700346386426
"446","348",104,"Nematoda","Caenorhabditis remanei","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",0.452961672473868,87.8745644599303
"447","361",40,"Nematoda","Caenorhabditis remanei","Invertebrates/D51.xlsx","51","Site 6","F15",51,"41438","22-008-2012",2480,60,1.14814814814815,"Nordkapp",26.14643,70.953424,2012-07-18 00:00:00,0.530925926,NA,2,"3","M","Fish","No","No",0.619770684846607,96.80818097304
"448","386",50,"Nematoda","Caenorhabditis remanei","Invertebrates/D7.xlsx","7","Site 7","F3",7,"41466","38-224-2012",3050,65,1.1106053709604,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Fish","Yes","No",5.64334085778781,97.1783295711061
"449","394",56,"Nematoda","Caenorhabditis remanei","Invertebrates/D70.xlsx","70","Site 8","F20",70,"41489","81-096-2012",2742,67,0.911681290584281,"Andøya",15.619177,69.138241,2012-07-05 00:00:00,0.799444444444445,NA,4,"3","F","Empty","No","Yes",0.508628519527702,97.9654859218892
