"","my.var","Reads","Phylum","Species","file","name","Sites","Fish_No","Lab Number (new)","LIMS (original tube ID)","ID #","Weight_g","Length_cm","Kfactor","Location","Long","Lat","Date of Capture","Dato uttak HI","Comments","Tail length (cm)","Gonad score","M/F","SEmptyach content","Tapeworm","Nematode","prop","ypos"
"450","435",116,"Nematoda","Caenorhabditis remanei","Invertebrates/D83.xlsx","83","Site 11","F15",83,"41591","31-082-2012",2907,65,1.05853436504324,"Alta",23.211147,70.002317,1899-12-31 20:07:12,1.09111111111111,NA,2.7,"3","M","Fish","No","No",2.9881504379186,94.6934569809377
"451","502",24,"Nematoda","Caenorhabditis remanei","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.0610004066693778,58.0317202114681
"452","540",180,"Nematoda","Caenorhabditis remanei","Invertebrates/MG98.xlsx","98","Site 7","F26",98,"41472","38-355-2012",3094,64,1.18026733398438,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.7,"2","M","Fish","Yes","No",0.818628342732399,97.7169365108241
"453","500",24,"Nematoda","Caenorhabditis briggsae","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.0610004066693778,58.0927206181375
"454","31",640,"Nematoda","Bursaphelenchus xylophilus","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",1.53381584623496,89.3591525667449
"455","92",324,"Nematoda","Bursaphelenchus xylophilus","Invertebrates/D112.xlsx","112","Site 10","F18",112,"41549","8-016-2012",3352,71,0.936545677556711,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.6,"1","F","Krill","Yes","NA",5.78778135048232,74.8124330117899
"456","132",228,"Nematoda","Bursaphelenchus xylophilus","Invertebrates/D14.xlsx","14","Site 6","F3",14,"41434","22-019-2012",3022,65.5,1.07540130715349,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,2.2,"4","M","Empty","No","No",3.7574159525379,71.4238628872775
"457","142",166,"Nematoda","Bursaphelenchus xylophilus","Invertebrates/D17.xlsx","17","Site 8","F5",17,"41495","81-108-2012",3446,76,0.78500874763085,"Andøya",15.619177,69.138241,2012-07-12 00:00:00,0.799444444444445,NA,3,"3","F","Empty","Yes","No",1.9023607609443,96.1608984643594
"458","156",26,"Nematoda","Bursaphelenchus xylophilus","Invertebrates/D18.xlsx","18","Site 10","F1",18,"41559","8-150-2012",3144,65,1.14483386436049,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,1.8,"3","M","Fish","Yes","NA",0.204821175358437,86.7417677642981
"459","27",2386,"Nematoda","Brugia malayi","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",5.71825720174472,92.9851890907348
"460","90",400,"Nematoda","Brugia malayi","Invertebrates/D112.xlsx","112","Site 10","F18",112,"41549","8-016-2012",3352,71,0.936545677556711,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.6,"1","F","Krill","Yes","NA",7.14540907466952,81.2790282243658
"461","128",452,"Nematoda","Brugia malayi","Invertebrates/D14.xlsx","14","Site 6","F3",14,"41434","22-019-2012",3022,65.5,1.07540130715349,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,2.2,"4","M","Empty","No","No",7.44891232696111,77.027027027027
"462","145",118,"Nematoda","Brugia malayi","Invertebrates/D17.xlsx","17","Site 8","F5",17,"41495","81-108-2012",3446,76,0.78500874763085,"Andøya",15.619177,69.138241,2012-07-12 00:00:00,0.799444444444445,NA,3,"3","F","Empty","Yes","No",1.35228054091222,97.7882191152876
"463","161",66,"Nematoda","Brugia malayi","Invertebrates/D2.xlsx","2","Site 8","F1",2,"41497","81-101-2012",2725,69,0.829505432119059,"Andøya",15.619177,69.138241,2012-07-10 00:00:00,0.799444444444445,"Fisheren har tatt skjellprøver",3.5,"3","F","Empty","No","Yes",8.66141732283465,95.6692913385827
"464","427",26,"Nematoda","Brugia malayi","Invertebrates/D82.xlsx","82","Site 10","F9",82,"41553","8-136-2012",3140,69,0.955833782331686,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,1.3,"3","M","Krill","NA","NA",0.381455399061033,79.2693661971831
"465","462",174,"Nematoda","Brugia malayi","Invertebrates/D90.xlsx","90","Site 11","F18",90,"41579","31-009-2012",3212,67.5,1.04439363918102,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,NA,2.3,"3","M","Fish","No","No",1.07261743311552,90.4882258661078
"466","440",310,"Chordata","Branchiostoma floridae","Invertebrates/D84.xlsx","84","Site 10","F10",84,"41555","8-138-2012",3162,67,1.05132612721645,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"3","M","Fish","Yes","NA",25.4515599343186,73.9737274220033
"467","441",76,"Chordata","Branchiostoma belcheri","Invertebrates/D84.xlsx","84","Site 10","F10",84,"41555","8-138-2012",3162,67,1.05132612721645,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"3","M","Fish","Yes","NA",6.23973727422003,89.8193760262726
"468","196",74,"Chordata","Botryllus schlosseri","Invertebrates/D22.xlsx","22","Site 6","F6",22,"41444","22-003-2012",3594,67,1.19496081632382,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,2.1,"2","M","Empty","Yes","No",0.193940664639899,98.7236607610861
"469","396",48,"Chordata","Botryllus schlosseri","Invertebrates/D70.xlsx","70","Site 8","F20",70,"41489","81-096-2012",2742,67,0.911681290584281,"Andøya",15.619177,69.138241,2012-07-05 00:00:00,0.799444444444445,NA,4,"3","F","Empty","No","Yes",0.435967302452316,98.4377838328792
"470","446",20,"Chordata","Botryllus schlosseri","Invertebrates/D84.xlsx","84","Site 10","F10",84,"41555","8-138-2012",3162,67,1.05132612721645,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"3","M","Fish","Yes","NA",1.64203612479475,93.76026272578
"471","503",22,"Chordata","Botryllus schlosseri","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.0559170394469296,58.1511793411956
"472","36",58,"Arthropoda","Bombyx mori","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",0.139002061065043,95.9138187221397
"473","181",34,"Arthropoda","Bombyx mori","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.0267278787497642,99.6265958115842
"474","482",314,"Arthropoda","Bombyx mori","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.79808865392436,58.5781821878813
"475","22",20,"Mollusca","Biomphalaria glabrata","Invertebrates/D10.xlsx","10","Site 11","F2",10,"41594","31-068-2012",4216,73,1.08375726510667,"Alta",23.211147,70.002317,1899-12-31 11:07:12,1.09111111111111,NA,2.7,"2","M","Fish","Yes","No",0.00739043677481339,98.4679624565812
"476","62",312,"Mollusca","Biomphalaria glabrata","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",0.241658146667906,98.4989311274282
"477","179",54,"Mollusca","Biomphalaria glabrata","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.0424501603672725,99.6611848311427
"478","239",20,"Mollusca","Biomphalaria glabrata","Invertebrates/D31.xlsx","31","Site 10","F2",31,"41551","8-042-2012",3362,71,0.939339668241546,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.3,"3","M","NA","Yes","NA",1.09170305676856,97.2707423580786
"479","285",26,"Mollusca","Biomphalaria glabrata","Invertebrates/D35.xlsx","35","Site 10","F3",35,"41552","8-046-2012",3312,69,1.00819155639572,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.2,"2","M","Krill","Yes","NA",1.30784708249497,83.6519114688129
"480","291",260,"Mollusca","Biomphalaria glabrata","Invertebrates/D36.xlsx","36","Site 8","F9",36,"41501","81-115-2012",3628,67,1.2062653983369,"Andøya",15.619177,69.138241,2012-08-01 00:00:00,0.799444444444445,NA,1.2,"3","M","Empty","No","No",0.381612164621617,99.0753243703399
"481","370",24,"Mollusca","Biomphalaria glabrata","Invertebrates/D64.xlsx","64","Site 8","F18",64,"41492","81-094-2012",3124,69.5,0.930586207500021,"Andøya",15.619177,69.138241,2012-07-05 00:00:00,0.799444444444445,NA,2.9,"4","M","Empty","Yes","No",1.40845070422535,99.2957746478873
"482","455",20,"Mollusca","Biomphalaria glabrata","Invertebrates/D9.xlsx","9","Site 6","F2",9,"41445","22-022-2012",3074,64,1.17263793945312,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,1.8,"3","M","Fish","Yes","No",0.979431929480901,99.5102840352595
"483","487",142,"Mollusca","Biomphalaria glabrata","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.360919072793819,59.1576860512403
"484","263",30,"Arthropoda","Bemisia tabaci","Invertebrates/D33.xlsx","33","Site 7","F11",33,"41462","38-292-2012",3212,62.5,1.3156352,"Månes/Tosken",16.957545,69.341588,2012-07-11 00:00:00,0.591111111111111,NA,1.5,"3","M","Fish","No","No",0.183463796477495,93.0467221135029
"485","488",114,"Arthropoda","Bemisia tabaci","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.289751931679544,59.483021553477
"486","35",126,"Nematoda","Ascaris suum","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",0.301969994727508,96.134304750036
"487","93",70,"Nematoda","Ascaris suum","Invertebrates/D112.xlsx","112","Site 10","F18",112,"41549","8-016-2012",3352,71,0.936545677556711,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.6,"1","F","Krill","Yes","NA",1.25044658806717,85.4769560557342
"488","135",52,"Nematoda","Ascaris suum","Invertebrates/D14.xlsx","14","Site 6","F3",14,"41434","22-019-2012",3022,65.5,1.07540130715349,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,2.2,"4","M","Empty","No","No",0.856954515491101,81.1799604482531
"489","252",184,"Nematoda","Ascaris suum","Invertebrates/D33.xlsx","33","Site 7","F11",33,"41462","38-292-2012",3212,62.5,1.3156352,"Månes/Tosken",16.957545,69.341588,2012-07-11 00:00:00,0.591111111111111,NA,1.5,"3","M","Fish","No","No",1.1252446183953,93.7010763209393
"490","339",1146,"Nematoda","Ascaris suum","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",4.99128919860627,90.5966898954704
"491","268",24,"Nematoda","Ascaris lumbricoides","Invertebrates/D33.xlsx","33","Site 7","F11",33,"41462","38-292-2012",3212,62.5,1.3156352,"Månes/Tosken",16.957545,69.341588,2012-07-11 00:00:00,0.591111111111111,NA,1.5,"3","M","Fish","No","No",0.146771037181996,94.337084148728
"492","346",136,"Nematoda","Ascaris lumbricoides","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",0.592334494773519,93.3885017421603
"493","362",22,"Nematoda","Ascaris lumbricoides","Invertebrates/D51.xlsx","51","Site 6","F15",51,"41438","22-008-2012",2480,60,1.14814814814815,"Nordkapp",26.14643,70.953424,2012-07-18 00:00:00,0.530925926,NA,2,"3","M","Fish","No","No",0.340873876665634,97.2885032537961
"494","514",118,"Arthropoda","Armadillidium vulgare","Invertebrates/MG48.xlsx","48","Site 6","F13",48,"41428","22-014-2012",2056,56,1.1707361516035,"Nordkapp",26.14643,70.953424,2012-07-24 00:00:00,0.530925926,NA,2.3,"2","M","Empty","No","No",3.39470655926352,89.2692750287687
"495","530",38,"Arthropoda","Armadillidium vulgare","Invertebrates/MG59.xlsx","59","Site 6","F19",59,"41437","22-025-2012",2445,57.9,1.25963051281351,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,0.5,"2","M","Krill","Yes","No",0.863636363636364,99.0681818181818
"496","65",214,"Mollusca","Aplysia californica","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",0.165752703163243,98.7026365523438
"497","443",46,"Mollusca","Aplysia californica","Invertebrates/D84.xlsx","84","Site 10","F10",84,"41555","8-138-2012",3162,67,1.05132612721645,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"3","M","Fish","Yes","NA",3.77668308702791,96.4696223316913
"498","505",20,"Arthropoda","Apis mellifera","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.0508336722244815,59.653314355429
"499","207",20,"Arthropoda","Apis florea","Invertebrates/D22.xlsx","22","Site 6","F6",22,"41444","22-003-2012",3594,67,1.19496081632382,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,2.1,"2","M","Empty","Yes","No",0.0524163958486214,98.8468392913303
"500","476",884,"Arthropoda","Apis dorsata","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",2.24684831232208,60.8021553477023
"501","203",28,"Arthropoda","Apis cerana","Invertebrates/D22.xlsx","22","Site 6","F6",22,"41444","22-003-2012",3594,67,1.19496081632382,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,2.1,"2","M","Empty","Yes","No",0.07338295418807,98.9097389663487
"502","5",4116,"Nematoda","Anisakis simplex","Invertebrates/D10.xlsx","10","Site 11","F2",10,"41594","31-068-2012",4216,73,1.08375726510667,"Alta",23.211147,70.002317,1899-12-31 11:07:12,1.09111111111111,NA,2.7,"2","M","Fish","Yes","No",1.5209518882566,99.2321336190969
"503","28",1550,"Nematoda","Anisakis simplex","Invertebrates/D100.xlsx","100","Site 7","F27",100,"41473","38-324-2012",3062,63,1.22456978088119,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.8,"4","M","Empty","No","No",3.7147102526003,98.1426448736998
"504","56",914,"Nematoda","Anisakis simplex","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",0.707934442482263,99.1394801251665
"505","103",1594,"Nematoda","Anisakis simplex","Invertebrates/D113.xlsx","113","Site 10","F19",113,"41561","8-021-2012",3104,64,1.18408203125,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.6,"2","M","Fish","Yes","NA",9.29554466993235,62.8119897364124
"506","112",2004,"Nematoda","Anisakis simplex","Invertebrates/D114.xlsx","114","Site 10","F20",114,"41563","8-061-2012",2919,67,0.97053161459355,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,1.9,"2","F","Fish","Yes","NA",14.509122502172,92.745438748914
"507","122",64,"Nematoda","Anisakis simplex","Invertebrates/D13.xlsx","13","Site 7","F5",13,"41465","38-175-2012",3092,67,1.02805198777775,"Månes/Tosken",16.957545,69.341588,2012-06-26 00:00:00,0.591111111111111,NA,2.2,"2","F","Fish","Yes","No",11.9402985074627,94.0298507462687
"508","130",338,"Nematoda","Anisakis simplex","Invertebrates/D14.xlsx","14","Site 6","F3",14,"41434","22-019-2012",3022,65.5,1.07540130715349,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,2.2,"4","M","Empty","No","No",5.57020435069216,84.3935398813448
"509","143",134,"Nematoda","Anisakis simplex","Invertebrates/D17.xlsx","17","Site 8","F5",17,"41495","81-108-2012",3446,76,0.78500874763085,"Andøya",15.619177,69.138241,2012-07-12 00:00:00,0.799444444444445,NA,3,"3","F","Empty","Yes","No",1.53564061425625,99.2321796928719
"510","150",1670,"Nematoda","Anisakis simplex","Invertebrates/D18.xlsx","18","Site 10","F1",18,"41559","8-150-2012",3144,65,1.14483386436049,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,1.8,"3","M","Fish","Yes","NA",13.1558216480227,93.4220891759887
"511","178",74,"Nematoda","Anisakis simplex","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.0581724419847808,99.7114961323187
"512","191",402,"Nematoda","Anisakis simplex","Invertebrates/D22.xlsx","22","Site 6","F6",22,"41444","22-003-2012",3594,67,1.19496081632382,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,2.1,"2","M","Empty","Yes","No",1.05356955655729,99.4732152217214
"513","227",26,"Nematoda","Anisakis simplex","Invertebrates/D30.xlsx","30","Site 8","F8",30,"41493","81-079-2012",3390,68,1.07813454101364,"Andøya",15.619177,69.138241,2012-06-26 00:00:00,0.799444444444445,NA,0,"1","M","Empty","No","No",0.263211176351488,99.8683944118243
"514","237",40,"Nematoda","Anisakis simplex","Invertebrates/D31.xlsx","31","Site 10","F2",31,"41551","8-042-2012",3362,71,0.939339668241546,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.3,"3","M","NA","Yes","NA",2.18340611353712,98.9082969432314
"515","247",914,"Nematoda","Anisakis simplex","Invertebrates/D33.xlsx","33","Site 7","F11",33,"41462","38-292-2012",3212,62.5,1.3156352,"Månes/Tosken",16.957545,69.341588,2012-07-11 00:00:00,0.591111111111111,NA,1.5,"3","M","Fish","No","No",5.58953033268102,97.2052348336595
"516","275",38,"Nematoda","Anisakis simplex","Invertebrates/D34.xlsx","34","Site 11","F5",34,"41596","31-087-2012",4028,75,0.954785185185185,"Alta",23.211147,70.002317,1899-12-31 23:07:12,1.09111111111111,NA,4.1,"3","M","Empty","Yes","No",0.226109722718077,99.886945138641
"517","283",38,"Nematoda","Anisakis simplex","Invertebrates/D35.xlsx","35","Site 10","F3",35,"41552","8-046-2012",3312,69,1.00819155639572,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.2,"2","M","Krill","Yes","NA",1.91146881287726,85.261569416499
"518","304",234,"Nematoda","Anisakis simplex","Invertebrates/D37.xlsx","37","Site 6","F9",37,"41430","22-018-2012",2705,63,1.08179662223502,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,1.8,"3","M","Empty","No","Yes",8.98617511520737,95.5069124423963
"519","310",138,"Nematoda","Anisakis simplex","Invertebrates/D4.xlsx","4","Site 6","F1",4,"41432","22-017-2012",2520,59,1.22699983932145,"Nordkapp",26.14643,70.953424,2012-07-26 00:00:00,0.530925926,NA,2,"2","M","Fish","No","No",33.3333333333333,83.3333333333333
"520","315",212,"Nematoda","Anisakis simplex","Invertebrates/D40.xlsx","40","Site 10","F4",40,"41560","8-148-2012",3014,65,1.09749658625398,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,1.9,"3","M","Fish","Yes","NA",12.2685185185185,93.8657407407407
"521","338",1450,"Nematoda","Anisakis simplex","Invertebrates/D45.xlsx","45","Site 11","F7",45,"41598","31-002-2012",2201,59,1.07167724061369,"Alta",23.211147,70.002317,1899-12-31 02:08:12,1.09111111111111,NA,1.7,"2","M","Fish","No","No",6.31533101045296,96.8423344947735
"522","356",164,"Nematoda","Anisakis simplex","Invertebrates/D51.xlsx","51","Site 6","F15",51,"41438","22-008-2012",2480,60,1.14814814814815,"Nordkapp",26.14643,70.953424,2012-07-18 00:00:00,0.530925926,NA,2,"3","M","Fish","No","No",2.54105980787109,98.7294700960645
"523","375",48,"Nematoda","Anisakis simplex","Invertebrates/D65.xlsx","65","Site 11","F9",65,"41597","31-005-2012",3102,69,0.944266367131494,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,"Mangler fettfinne",1.4,"2","M","Empty","No","No",0.632911392405063,99.6835443037975
"524","378",80,"Nematoda","Anisakis simplex","Invertebrates/D69.xlsx","69","Site 8","F19",69,"41491","81-111-2012",2973,68,0.945514451455323,"Andøya",15.619177,69.138241,2012-07-12 00:00:00,0.799444444444445,NA,1.2,"2","M","Empty","Yes","Yes",11.0803324099723,94.4598337950139
"525","392",148,"Nematoda","Anisakis simplex","Invertebrates/D70.xlsx","70","Site 8","F20",70,"41489","81-096-2012",2742,67,0.911681290584281,"Andøya",15.619177,69.138241,2012-07-05 00:00:00,0.799444444444445,NA,4,"3","F","Empty","No","Yes",1.34423251589464,99.3278837420527
"526","409",200,"Nematoda","Anisakis simplex","Invertebrates/D79.xlsx","79","Site 7","F19",79,"41461","38-239-2012",2838,64,1.08261108398438,"Månes/Tosken",16.957545,69.341588,2012-07-04 00:00:00,0.591111111111111,NA,1.7,"2","M","Fish","No","No",3.98565165404544,95.6954962136309
"527","417",98,"Nematoda","Anisakis simplex","Invertebrates/D81.xlsx","81","Site 10","F8",81,"41557","8-135-2012",3010,69,0.916261046120502,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"2","F","Krill","Yes","NA",7.89049919484702,96.0547504025765
"528","423",1400,"Nematoda","Anisakis simplex","Invertebrates/D82.xlsx","82","Site 10","F9",82,"41553","8-136-2012",3140,69,0.955833782331686,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,1.3,"3","M","Krill","NA","NA",20.5399061032864,89.7300469483568
"529","434",148,"Nematoda","Anisakis simplex","Invertebrates/D83.xlsx","83","Site 11","F15",83,"41591","31-082-2012",2907,65,1.05853436504324,"Alta",23.211147,70.002317,1899-12-31 20:07:12,1.09111111111111,NA,2.7,"3","M","Fish","No","No",3.81246780010304,98.0937660999485
"530","447",20,"Nematoda","Anisakis simplex","Invertebrates/D84.xlsx","84","Site 10","F10",84,"41555","8-138-2012",3162,67,1.05132612721645,"Bugøynes",29.673126,69.987245,1900-01-01 05:06:12,0.905925926,NA,2.2,"3","M","Fish","Yes","NA",1.64203612479475,99.1789819376026
"531","460",1456,"Nematoda","Anisakis simplex","Invertebrates/D90.xlsx","90","Site 11","F18",90,"41579","31-009-2012",3212,67.5,1.04439363918102,"Alta",23.211147,70.002317,1899-12-31 03:08:12,1.09111111111111,NA,2.3,"3","M","Fish","No","No",8.97546541733448,95.5122672913328
"532","501",24,"Nematoda","Anisakis simplex","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",0.0610004066693778,61.9560797071981
"533","513",244,"Nematoda","Anisakis simplex","Invertebrates/MG48.xlsx","48","Site 6","F13",48,"41428","22-014-2012",2056,56,1.1707361516035,"Nordkapp",26.14643,70.953424,2012-07-24 00:00:00,0.530925926,NA,2.3,"2","M","Empty","No","No",7.01956271576525,94.4764096662831
"534","521",64,"Nematoda","Anisakis simplex","Invertebrates/MG54.xlsx","54","Site 8","F14",54,"41504","81-082-2012",3422,72,0.916816700960219,"Andøya",15.619177,69.138241,2012-06-27 00:00:00,0.799444444444445,NA,3.1,"2","F","Fish","No","Yes",8.51063829787234,95.7446808510638
"535","531",22,"Nematoda","Anisakis simplex","Invertebrates/MG59.xlsx","59","Site 6","F19",59,"41437","22-025-2012",2445,57.9,1.25963051281351,"Nordkapp",26.14643,70.953424,2012-08-07 00:00:00,0.530925926,NA,0.5,"2","M","Krill","Yes","No",0.5,99.75
"536","537",412,"Nematoda","Anisakis simplex","Invertebrates/MG98.xlsx","98","Site 7","F26",98,"41472","38-355-2012",3094,64,1.18026733398438,"Månes/Tosken",16.957545,69.341588,2012-07-18 00:00:00,0.591111111111111,NA,2.7,"2","M","Fish","Yes","No",1.87374931780971,99.0631253410952
"537","169",168,"Arthropoda","Aedes albopictus","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.13206716558707,99.8066159361046
"538","411",116,"Arthropoda","Aedes albopictus","Invertebrates/D79.xlsx","79","Site 7","F19",79,"41461","38-239-2012",2838,64,1.08261108398438,"Månes/Tosken",16.957545,69.341588,2012-07-04 00:00:00,0.591111111111111,NA,1.7,"2","M","Fish","No","No",2.31167795934635,98.8441610203268
"539","516",70,"Arthropoda","Aedes albopictus","Invertebrates/MG48.xlsx","48","Site 6","F13",48,"41428","22-014-2012",2056,56,1.1707361516035,"Nordkapp",26.14643,70.953424,2012-07-24 00:00:00,0.530925926,NA,2.3,"2","M","Empty","No","No",2.01380897583429,98.9930955120829
"540","45",1628,"Arthropoda","Aedes aegypti","Invertebrates/D109.xlsx","109","Site 10","F15",109,"41565","8-031-2012",3262,66,1.13462448173192,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.5,"2","M","Krill","Yes","NA",33.1973898858075,83.4013050570963
"541","57",654,"Arthropoda","Aedes aegypti","Invertebrates/D11.xlsx","11","Site 7","F4",11,"41459","38-226-2012",3290,64,1.25503540039062,"Månes/Tosken",16.957545,69.341588,2012-07-03 00:00:00,0.591111111111111,NA,1.5,"2","M","Empty","No","No",0.506552653592341,99.7467236732038
